,Well,Plate,CFUs/mL,Species,Inoculated species,Medium,Initial OD,spent,fn,Base carbon source,Short name,Background,Partner,log2 fold change
592,C6,6,2800000.0,Ml,Ml+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Oa),Fresh (coculture),Oa,0.8066440597417245
593,C9,6,500000000.0,Ml,Ml+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Oa),Fresh (coculture),Oa,8.28700151723357
594,C10,6,180000000.0,Ml,At+Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (At),Fresh (coculture),At,6.813070328901158
595,C11,6,80000000.0,Ml,Ct+Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Ct),Fresh (coculture),Ct,5.6431453274588455
596,C12,6,260000000.0,Ml,Ml+Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Oa),Fresh (coculture),Oa,7.343585045599937
597,D2,6,160000000.0,Ml,At+Ml,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (At),Fresh (coculture),At,6.6431453274588455
598,D4,6,120000000.0,Ml,Ct+Ml,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ct),Fresh (coculture),Ct,6.2281078281800015
599,D6,6,4000000.0,Ml,Ml+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Oa),Fresh (coculture),Oa,1.3212172325714826
600,D9,6,440000000.0,Ml,Ml+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Oa),Fresh (coculture),Oa,8.102576946096143
601,D10,6,120000000.0,Ml,At+Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (At),Fresh (coculture),At,6.2281078281800015
602,D11,6,100000000.0,Ml,Ct+Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Ct),Fresh (coculture),Ct,5.965073422346207
603,D12,6,240000000.0,Ml,Ml+Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Oa),Fresh (coculture),Oa,7.2281078281800015
604,E7,6,4000000.0,Ml,Ml,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,1.3212172325714826
605,E11,6,1400000000.0,Ml,Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,9.772428344403812
606,F3,6,2200000.0,Ml,Ml,M9_malate,,False,cfus_fresh_malate,Malate,Fresh,Fresh (monoculture),No partner,0.4587207563214178
607,F7,6,4000000.0,Ml,Ml,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,1.3212172325714826
608,F11,6,1000000000.0,Ml,Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,9.28700151723357
609,G3,6,800000.0,Ml,Ml,M9_malate,,False,cfus_fresh_malate,Malate,Fresh,Fresh (monoculture),No partner,-1.0007108623158796
610,G7,6,16000000.0,Ml,Ml,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,3.321217232571483
611,G11,6,2000000000.0,Ml,Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,10.28700151723357
612,H3,6,2200000.0,Ml,Ml,M9_malate,,False,cfus_fresh_malate,Malate,Fresh,Fresh (monoculture),No partner,0.4587207563214178
613,H7,6,28000000.0,Ml,Ml,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,4.1285721546290866
614,H11,6,2400000000.0,Ml,Ml,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,10.550035923067364
615,A3,6,6400000000.0,Oa,At+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (At),Fresh (coculture),At,13.068354018302635
616,A5,6,780000000.0,Oa,Ct+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ct),Fresh (coculture),Ct,10.03182814227752
617,A6,6,500000000.0,Oa,Ml+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ml),Fresh (coculture),Ml,9.390282113189997
618,A7,6,12000000000.0,Oa,At+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (At),Fresh (coculture),At,13.975244613911153
619,A8,6,380000000.0,Oa,Ct+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ct),Fresh (coculture),Ct,8.994353436858859
620,A9,6,28000000000.0,Oa,Ml+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ml),Fresh (coculture),Ml,15.1976370352476
621,A12,6,20000000000.0,Oa,Ml+Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Ml),Fresh (coculture),Ml,14.71221020807736
622,B3,6,1800000000.0,Oa,At+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (At),Fresh (coculture),At,11.238279019744947
623,B5,6,400000000.0,Oa,Ct+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ct),Fresh (coculture),Ct,9.068354018302635
624,B6,6,220000000.0,Oa,Ml+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ml),Fresh (coculture),Ml,8.20585754205257
625,B7,6,8000000000.0,Oa,At+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (At),Fresh (coculture),At,13.390282113189997
626,B8,6,300000000.0,Oa,Ct+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ct),Fresh (coculture),Ct,8.653316519023791
627,B9,6,14000000000.0,Oa,Ml+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ml),Fresh (coculture),Ml,14.1976370352476
628,B12,6,18000000000.0,Oa,Ml+Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Ml),Fresh (coculture),Ml,14.560207114632309
629,C3,6,4600000000.0,Oa,At+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (At),Fresh (coculture),At,12.591915974359647
630,C5,6,260000000.0,Oa,Ct+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ct),Fresh (coculture),Ct,8.446865641556364
631,C6,6,660000000.0,Oa,Ml+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ml),Fresh (coculture),Ml,9.790820042773726
632,C7,6,5000000000.0,Oa,At+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (At),Fresh (coculture),At,12.71221020807736
633,C8,6,340000000.0,Oa,Ct+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ct),Fresh (coculture),Ct,8.833888764665613
634,C9,6,16000000000.0,Oa,Ml+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ml),Fresh (coculture),Ml,14.390282113189997
635,C12,6,20000000000.0,Oa,Ml+Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Ml),Fresh (coculture),Ml,14.71221020807736
636,D3,6,4400000000.0,Oa,At+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (At),Fresh (coculture),At,12.527785636939932
637,D5,6,400000000.0,Oa,Ct+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ct),Fresh (coculture),Ct,9.068354018302635
638,D6,6,440000000.0,Oa,Ml+Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh (Ml),Fresh (coculture),Ml,9.20585754205257
639,D7,6,6200000000.0,Oa,At+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (At),Fresh (coculture),At,13.02255032868951
640,D8,6,420000000.0,Oa,Ct+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ct),Fresh (coculture),Ct,9.138743346194033
641,D9,6,16000000000.0,Oa,Ml+Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T (Ml),Fresh (coculture),Ml,14.390282113189997
642,D12,6,12000000000.0,Oa,Ml+Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA (Ml),Fresh (coculture),Ml,13.975244613911153
643,E4,6,180000000.0,Oa,Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh,Fresh (monoculture),No partner,7.916350924857585
644,E8,6,8800000000.0,Oa,Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,13.527785636939932
645,E12,6,20000000000.0,Oa,Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,14.71221020807736
646,F4,6,700000000.0,Oa,Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh,Fresh (monoculture),No partner,9.875708940360239
647,F8,6,8400000000.0,Oa,Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,13.460671441081395
648,F12,6,12000000000.0,Oa,Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,13.975244613911153
649,G4,6,240000000.0,Oa,Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh,Fresh (monoculture),No partner,8.331388424136428
650,G8,6,7800000000.0,Oa,Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,13.353756237164884
651,G12,6,16000000000.0,Oa,Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,14.390282113189997
652,H4,6,320000000.0,Oa,Oa,M9_malate,,False,cfus_fresh_malate,Malate,Fresh,Fresh (monoculture),No partner,8.746425923415272
653,H8,6,7800000000.0,Oa,Oa,M9_malate+thiamine,,False,cfus_fresh_malate,Malate,Fresh + T,Fresh (monoculture),No partner,13.353756237164884
654,H12,6,22000000000.0,Oa,Oa,M9_malate+thiamine+biotin+cysteine+proline,,False,cfus_fresh_malate,Malate,Fresh + Vit. & AA,Fresh (monoculture),No partner,14.849713731827295
