,Well,Plate,CFUs/mL,Species,Inoculated species,Medium
564,D4,2,96000000.0,Ml,At+Ml,Ct_isoleucine
565,D5,2,,Ml,At+Oa,Ct_isoleucine
566,D6,2,180000000.0,Ml,Ml+Oa,Ct_isoleucine
567,D7,2,,Ml,At,Oa_mannose
568,D8,2,,Ml,Ct,Oa_mannose
569,D9,2,38000000.0,Ml,Ml,Oa_mannose
570,D10,2,,Ml,At+Ct,Oa_mannose
571,D11,2,66000000.0,Ml,At+Ml,Oa_mannose
572,D12,2,6800000.0,Ml,Ct+Ml,Oa_mannose
573,E1,2,,Ml,At,Ct_isoleucine
574,E2,2,42000000.0,Ml,Ml,Ct_isoleucine
575,E3,2,,Ml,Oa,Ct_isoleucine
576,E4,2,86000000.0,Ml,At+Ml,Ct_isoleucine
577,E5,2,,Ml,At+Oa,Ct_isoleucine
578,E6,2,140000000.0,Ml,Ml+Oa,Ct_isoleucine
579,E7,2,,Ml,At,Oa_mannose
580,E8,2,,Ml,Ct,Oa_mannose
581,E9,2,30000000.0,Ml,Ml,Oa_mannose
582,E10,2,,Ml,At+Ct,Oa_mannose
583,E11,2,56000000.0,Ml,At+Ml,Oa_mannose
584,E12,2,8400000.0,Ml,Ct+Ml,Oa_mannose
585,F1,2,,Ml,At,Ct_isoleucine
586,F2,2,40000000.0,Ml,Ml,Ct_isoleucine
587,F3,2,,Ml,Oa,Ct_isoleucine
588,F4,2,96000000.0,Ml,At+Ml,Ct_isoleucine
589,F5,2,,Ml,At+Oa,Ct_isoleucine
590,F6,2,220000000.0,Ml,Ml+Oa,Ct_isoleucine
591,F7,2,,Ml,At,Oa_mannose
592,F8,2,,Ml,Ct,Oa_mannose
593,F9,2,24000000.0,Ml,Ml,Oa_mannose
594,F10,2,,Ml,At+Ct,Oa_mannose
595,F11,2,48000000.0,Ml,At+Ml,Oa_mannose
596,F12,2,7800000.0,Ml,Ct+Ml,Oa_mannose
597,G1,2,,Ml,At,No_CS
598,G2,2,,Ml,At,No_CS
599,G3,2,,Ml,At,No_CS
600,G4,2,,Ml,Ct,No_CS
601,G5,2,,Ml,Ct,No_CS
602,G6,2,,Ml,Ct,No_CS
603,G7,2,14000.0,Ml,Ml,No_CS
604,G8,2,,Ml,Ml,No_CS
605,G9,2,8000.0,Ml,Ml,No_CS
606,G10,2,,Ml,Oa,No_CS
607,G11,2,,Ml,Oa,No_CS
608,G12,2,,Ml,Oa,No_CS
609,H1,2,,Ml,At,At_mannose
610,H2,2,,Ml,At,At_mannose
611,H3,2,,Ml,At,At_mannose
612,H4,2,,Ml,Ct,Ct_isoleucine
613,H5,2,,Ml,Ct,Ct_isoleucine
614,H6,2,,Ml,Ct,Ct_isoleucine
615,H7,2,6200000.0,Ml,Ml,Ml_mannose
616,H8,2,6000000.0,Ml,Ml,Ml_mannose
617,H9,2,6400000.0,Ml,Ml,Ml_mannose
618,H10,2,,Ml,Oa,Oa_mannose
619,H11,2,,Ml,Oa,Oa_mannose
620,H12,2,,Ml,Oa,Oa_mannose
621,Inoculum,0,487660.4146100691,Oa,,
622,Inoculum,0,256663.3761105627,Oa,,
623,Inoculum,0,179664.3632773939,Oa,,
624,Inoculum,0,256663.3761105627,Oa,,
625,A1,2,,Oa,Ct,At_mannose
626,A2,2,,Oa,Ml,At_mannose
627,A3,2,500000000.0,Oa,Oa,At_mannose
628,A4,2,,Oa,Ct+Ml,At_mannose
629,A5,2,140000000.0,Oa,Ct+Oa,At_mannose
630,A6,2,100000000.0,Oa,Ml+Oa,At_mannose
631,A7,2,,Oa,At,Ml_mannose
632,A8,2,,Oa,Ct,Ml_mannose
633,A9,2,2200000000.0,Oa,Oa,Ml_mannose
634,A10,2,,Oa,At+Ct,Ml_mannose
635,A11,2,740000000.0,Oa,At+Oa,Ml_mannose
636,A12,2,340000000.0,Oa,Ct+Oa,Ml_mannose
637,B1,2,,Oa,Ct,At_mannose
638,B2,2,,Oa,Ml,At_mannose
639,B3,2,380000000.0,Oa,Oa,At_mannose
640,B4,2,,Oa,Ct+Ml,At_mannose
641,B5,2,260000000.0,Oa,Ct+Oa,At_mannose
642,B6,2,160000000.0,Oa,Ml+Oa,At_mannose
643,B7,2,,Oa,At,Ml_mannose
644,B8,2,,Oa,Ct,Ml_mannose
645,B9,2,1400000000.0,Oa,Oa,Ml_mannose
646,B10,2,,Oa,At+Ct,Ml_mannose
647,B11,2,520000000.0,Oa,At+Oa,Ml_mannose
648,B12,2,440000000.0,Oa,Ct+Oa,Ml_mannose
649,C2,2,,Oa,Ml,At_mannose
650,C3,2,300000000.0,Oa,Oa,At_mannose
651,C4,2,,Oa,Ct+Ml,At_mannose
652,C5,2,120000000.0,Oa,Ct+Oa,At_mannose
653,C6,2,180000000.0,Oa,Ml+Oa,At_mannose
654,C7,2,,Oa,At,Ml_mannose
655,C8,2,,Oa,Ct,Ml_mannose
656,C9,2,1200000000.0,Oa,Oa,Ml_mannose
657,C10,2,,Oa,At+Ct,Ml_mannose
658,C11,2,660000000.0,Oa,At+Oa,Ml_mannose
659,C12,2,440000000.0,Oa,Ct+Oa,Ml_mannose
660,D1,2,,Oa,At,Ct_isoleucine
661,D2,2,,Oa,Ml,Ct_isoleucine
662,D3,2,400000000.0,Oa,Oa,Ct_isoleucine
663,D4,2,,Oa,At+Ml,Ct_isoleucine
664,D5,2,100000000.0,Oa,At+Oa,Ct_isoleucine
665,D6,2,400000000.0,Oa,Ml+Oa,Ct_isoleucine
666,D7,2,,Oa,At,Oa_mannose
667,D8,2,,Oa,Ct,Oa_mannose
668,D9,2,,Oa,Ml,Oa_mannose
669,D10,2,,Oa,At+Ct,Oa_mannose
670,D11,2,,Oa,At+Ml,Oa_mannose
671,D12,2,,Oa,Ct+Ml,Oa_mannose
672,E1,2,,Oa,At,Ct_isoleucine
673,E2,2,,Oa,Ml,Ct_isoleucine
674,E3,2,500000000.0,Oa,Oa,Ct_isoleucine
675,E4,2,,Oa,At+Ml,Ct_isoleucine
676,E5,2,220000000.0,Oa,At+Oa,Ct_isoleucine
677,E6,2,260000000.0,Oa,Ml+Oa,Ct_isoleucine
678,E7,2,,Oa,At,Oa_mannose
679,E8,2,,Oa,Ct,Oa_mannose
680,E9,2,,Oa,Ml,Oa_mannose
681,E10,2,,Oa,At+Ct,Oa_mannose
682,E11,2,,Oa,At+Ml,Oa_mannose
683,E12,2,,Oa,Ct+Ml,Oa_mannose
684,F1,2,,Oa,At,Ct_isoleucine
685,F2,2,,Oa,Ml,Ct_isoleucine
686,F3,2,,Oa,Oa,Ct_isoleucine
687,F4,2,,Oa,At+Ml,Ct_isoleucine
688,F5,2,,Oa,At+Oa,Ct_isoleucine
689,F6,2,,Oa,Ml+Oa,Ct_isoleucine
690,F7,2,,Oa,At,Oa_mannose
691,F8,2,,Oa,Ct,Oa_mannose
692,F9,2,,Oa,Ml,Oa_mannose
693,F10,2,,Oa,At+Ct,Oa_mannose
694,F11,2,,Oa,At+Ml,Oa_mannose
695,F12,2,,Oa,Ct+Ml,Oa_mannose
696,G1,2,,Oa,At,No_CS
697,G2,2,,Oa,At,No_CS
698,G3,2,,Oa,At,No_CS
699,G4,2,,Oa,Ct,No_CS
700,G5,2,,Oa,Ct,No_CS
701,G6,2,,Oa,Ct,No_CS
702,G7,2,,Oa,Ml,No_CS
703,G8,2,,Oa,Ml,No_CS
704,G9,2,,Oa,Ml,No_CS
705,G10,2,10000000.0,Oa,Oa,No_CS
706,G11,2,16000000.0,Oa,Oa,No_CS
707,G12,2,6000000.0,Oa,Oa,No_CS
708,H1,2,,Oa,At,At_mannose
709,H2,2,,Oa,At,At_mannose
710,H3,2,,Oa,At,At_mannose
711,H4,2,,Oa,Ct,Ct_isoleucine
712,H5,2,,Oa,Ct,Ct_isoleucine
713,H6,2,,Oa,Ct,Ct_isoleucine
714,H7,2,,Oa,Ml,Ml_mannose
715,H8,2,,Oa,Ml,Ml_mannose
716,H9,2,,Oa,Ml,Ml_mannose
717,H10,2,220000000.0,Oa,Oa,Oa_mannose
718,H11,2,160000000.0,Oa,Oa,Oa_mannose
719,H12,2,300000000.0,Oa,Oa,Oa_mannose
